,cbsa,areaname,year,murder
2368,36540,"Omaha,NE",1988,18.0
2369,36540,"Omaha,NE",1989,29.0
2370,36540,"Omaha,NE",1990,27.0
2371,36540,"Omaha,NE",1991,27.0
2372,36540,"Omaha,NE",1992,26.0
2373,36540,"Omaha,NE",1993,37.0
2374,36540,"Omaha,NE",1994,25.0
2375,36540,"Omaha,NE",1995,24.0
2376,36540,"Omaha,NE",1996,25.0
2377,36540,"Omaha,NE",1997,22.0
2378,36540,"Omaha,NE",1998,25.0
2379,36540,"Omaha,NE",1999,16.0
2380,36540,"Omaha,NE",2000,22.0
2381,36540,"Omaha,NE",2001,22.0
2382,36540,"Omaha,NE",2002,21.0
2383,36540,"Omaha,NE",2003,51.0
2384,36540,"Omaha,NE",2004,49.0
2385,36540,"Omaha,NE",2005,56.0
2386,36540,"Omaha,NE",2006,78.0
2387,36540,"Omaha,NE",2007,65.0
2388,36540,"Omaha,NE",2008,72.0
2389,36540,"Omaha,NE",2009,61.0
2390,36540,"Omaha,NE",2010,49.0
2391,36540,"Omaha,NE",2011,31.0
2392,36540,"Omaha,NE",2012,80.0
2393,36540,"Omaha,NE",2013,37.0
2394,36540,"Omaha,NE",2014,56.0
2395,37964,"Philadelphia,PA",1960,70.0
2396,37964,"Philadelphia,PA",1961,70.0
2397,37964,"Philadelphia,PA",1962,54.0
2398,37964,"Philadelphia,PA",1963,63.0
2399,37964,"Philadelphia,PA",1964,73.0
2400,37964,"Philadelphia,PA",1965,86.0
2401,37964,"Philadelphia,PA",1966,81.0
2402,37964,"Philadelphia,PA",1967,81.0
2403,37964,"Philadelphia,PA",1968,93.0
2404,37964,"Philadelphia,PA",1969,125.0
2405,37964,"Philadelphia,PA",1970,87.0
2406,37964,"Philadelphia,PA",1971,88.0
2407,37964,"Philadelphia,PA",1972,113.0
2408,37964,"Philadelphia,PA",1973,89.0
2409,37964,"Philadelphia,PA",1974,116.0
2410,37964,"Philadelphia,PA",1983,26.0
2411,37964,"Philadelphia,PA",1984,46.0
2412,37964,"Philadelphia,PA",1985,51.0
2413,37964,"Philadelphia,PA",1986,31.0
2414,37964,"Philadelphia,PA",1987,24.0
2415,37964,"Philadelphia,PA",1988,30.0
2416,37964,"Philadelphia,PA",1989,26.0
2417,37964,"Philadelphia,PA",1990,24.0
2418,37964,"Philadelphia,PA",1991,32.0
2419,37964,"Philadelphia,PA",1993,33.0
2420,37964,"Philadelphia,PA",1994,24.0
2421,37964,"Philadelphia,PA",1995,17.0
2422,37964,"Philadelphia,PA",1996,17.0
2423,37964,"Philadelphia,PA",1997,26.0
2424,37964,"Philadelphia,PA",1998,24.0
2425,37964,"Philadelphia,PA",1999,20.0
2426,37964,"Philadelphia,PA",2000,22.0
2427,37964,"Philadelphia,PA",2001,24.0
2428,37964,"Philadelphia,PA",2002,24.0
2429,37964,"Philadelphia,PA",2003,5.0
2430,37964,"Philadelphia,PA",2004,2.0
2431,37964,"Philadelphia,PA",2005,3.0
2432,37964,"Philadelphia,PA",2006,3.0
2433,37964,"Philadelphia,PA",2007,4.0
2434,37964,"Philadelphia,PA",2008,3.0
2435,37964,"Philadelphia,PA",2009,3.0
2436,37964,"Philadelphia,PA",2010,4.0
2437,37964,"Philadelphia,PA",2011,5.0
2438,37964,"Philadelphia,PA",2012,1.0
2439,37964,"Philadelphia,PA",2013,4.0
2440,37964,"Philadelphia,PA",2014,3.0
2441,38060,"Mesa,AZ-Phoenix,AZ",1960,0.0
2442,38060,"Mesa,AZ-Phoenix,AZ",1961,4.0
2443,38060,"Mesa,AZ-Phoenix,AZ",1962,7.0
2444,38060,"Mesa,AZ-Phoenix,AZ",1963,1.0
2445,38060,"Mesa,AZ-Phoenix,AZ",1964,9.0
2446,38060,"Mesa,AZ-Phoenix,AZ",1965,7.0
2447,38060,"Mesa,AZ-Phoenix,AZ",1966,4.0
2448,38060,"Mesa,AZ-Phoenix,AZ",1967,11.0
2449,38060,"Mesa,AZ-Phoenix,AZ",1968,10.0
2450,38060,"Mesa,AZ-Phoenix,AZ",1969,7.0
2451,38060,"Mesa,AZ-Phoenix,AZ",1970,7.0
2452,38060,"Mesa,AZ-Phoenix,AZ",1971,15.0
2453,38060,"Mesa,AZ-Phoenix,AZ",1972,17.0
2454,38060,"Mesa,AZ-Phoenix,AZ",1973,15.0
2455,38060,"Mesa,AZ-Phoenix,AZ",1974,20.0
2456,38060,"Mesa,AZ-Phoenix,AZ",1975,17.0
2457,38060,"Mesa,AZ-Phoenix,AZ",1976,15.0
2458,38060,"Mesa,AZ-Phoenix,AZ",1977,17.0
2459,38060,"Mesa,AZ-Phoenix,AZ",1978,13.0
2460,38060,"Mesa,AZ-Phoenix,AZ",1979,17.0
2461,38060,"Mesa,AZ-Phoenix,AZ",1980,10.0
2462,38060,"Mesa,AZ-Phoenix,AZ",1981,31.0
2463,38060,"Mesa,AZ-Phoenix,AZ",1982,18.0
2464,38060,"Mesa,AZ-Phoenix,AZ",1983,14.0
2465,38060,"Mesa,AZ-Phoenix,AZ",1984,18.0
2466,38060,"Mesa,AZ-Phoenix,AZ",1985,10.0
2467,38060,"Mesa,AZ-Phoenix,AZ",1986,16.0
2468,38060,"Mesa,AZ-Phoenix,AZ",1987,18.0
2469,38060,"Mesa,AZ-Phoenix,AZ",1988,27.0
2470,38060,"Mesa,AZ-Phoenix,AZ",1989,21.0
2471,38060,"Mesa,AZ-Phoenix,AZ",1990,15.0
2472,38060,"Mesa,AZ-Phoenix,AZ",1991,14.0
2473,38060,"Mesa,AZ-Phoenix,AZ",1992,21.0
2474,38060,"Mesa,AZ-Phoenix,AZ",1993,22.0
2475,38060,"Mesa,AZ-Phoenix,AZ",1994,26.0
2476,38060,"Mesa,AZ-Phoenix,AZ",1995,14.0
2477,38060,"Mesa,AZ-Phoenix,AZ",1996,3.0
2478,38060,"Mesa,AZ-Phoenix,AZ",1997,10.0
2479,38060,"Mesa,AZ-Phoenix,AZ",1998,10.0
2480,38060,"Mesa,AZ-Phoenix,AZ",1999,12.0
2481,38060,"Mesa,AZ-Phoenix,AZ",2000,7.0
2482,38060,"Mesa,AZ-Phoenix,AZ",2001,7.0
2483,38060,"Mesa,AZ-Phoenix,AZ",2002,7.0
2484,38060,"Mesa,AZ-Phoenix,AZ",2003,6.0
2485,38060,"Mesa,AZ-Phoenix,AZ",2004,5.0
2486,38060,"Mesa,AZ-Phoenix,AZ",2005,8.0
2487,38060,"Mesa,AZ-Phoenix,AZ",2006,11.0
2488,38060,"Mesa,AZ-Phoenix,AZ",2007,14.0
2489,38060,"Mesa,AZ-Phoenix,AZ",2008,12.0
2490,38060,"Mesa,AZ-Phoenix,AZ",2009,9.0
2491,38060,"Mesa,AZ-Phoenix,AZ",2010,14.0
2492,38060,"Mesa,AZ-Phoenix,AZ",2011,13.0
2493,38060,"Mesa,AZ-Phoenix,AZ",2012,8.0
2494,38060,"Mesa,AZ-Phoenix,AZ",2013,9.0
2495,38060,"Mesa,AZ-Phoenix,AZ",2014,9.0
2496,38300,"Pittsburgh,PA",2003,27.0
2497,38300,"Pittsburgh,PA",2004,31.0
2498,38300,"Pittsburgh,PA",2005,33.0
2499,38300,"Pittsburgh,PA",2006,48.0
2500,38300,"Pittsburgh,PA",2007,47.0
2501,38300,"Pittsburgh,PA",2008,46.0
2502,38300,"Pittsburgh,PA",2009,40.0
2503,38300,"Pittsburgh,PA",2010,27.0
2504,38300,"Pittsburgh,PA",2011,8.0
2505,38300,"Pittsburgh,PA",2012,48.0
2506,38300,"Pittsburgh,PA",2013,27.0
2507,38300,"Pittsburgh,PA",2014,37.0
2508,38900,"Portland,OR",1960,27.0
2509,38900,"Portland,OR",1961,14.0
2510,38900,"Portland,OR",1962,23.0
2511,38900,"Portland,OR",1963,29.0
2512,38900,"Portland,OR",1964,20.0
2513,38900,"Portland,OR",1965,25.0
2514,38900,"Portland,OR",1966,40.0
2515,38900,"Portland,OR",1967,34.0
2516,38900,"Portland,OR",1968,56.0
2517,38900,"Portland,OR",1969,55.0
2518,38900,"Portland,OR",1970,72.0
2519,38900,"Portland,OR",1971,73.0
2520,38900,"Portland,OR",1972,62.0
2521,38900,"Portland,OR",1973,47.0
2522,38900,"Portland,OR",1974,79.0
2523,38900,"Portland,OR",1975,68.0
2524,38900,"Portland,OR",1976,54.0
2525,38900,"Portland,OR",1977,56.0
2526,38900,"Portland,OR",1978,48.0
2527,38900,"Portland,OR",1979,55.0
2528,38900,"Portland,OR",1980,51.0
2529,38900,"Portland,OR",1981,50.0
2530,38900,"Portland,OR",1982,34.0
2531,38900,"Portland,OR",1983,38.0
2532,38900,"Portland,OR",1984,30.0
2533,38900,"Portland,OR",1985,49.0
2534,38900,"Portland,OR",1986,46.0
2535,38900,"Portland,OR",1987,47.0
2536,38900,"Portland,OR",1988,59.0
2537,38900,"Portland,OR",1989,53.0
2538,38900,"Portland,OR",1990,67.0
2539,38900,"Portland,OR",1991,92.0
2540,38900,"Portland,OR",1992,59.0
2541,38900,"Portland,OR",1993,54.0
2542,38900,"Portland,OR",1994,58.0
2543,38900,"Portland,OR",1995,33.0
2544,38900,"Portland,OR",1996,50.0
2545,38900,"Portland,OR",1997,27.0
2546,38900,"Portland,OR",1998,38.0
2547,38900,"Portland,OR",1999,21.0
2548,38900,"Portland,OR",2000,26.0
2549,38900,"Portland,OR",2001,31.0
2550,38900,"Portland,OR",2002,30.0
2551,38900,"Portland,OR",2003,49.0
2552,38900,"Portland,OR",2004,35.0
2553,38900,"Portland,OR",2005,48.0
2554,38900,"Portland,OR",2006,45.0
2555,38900,"Portland,OR",2007,47.0
2556,38900,"Portland,OR",2008,39.0
2557,38900,"Portland,OR",2009,57.0
2558,38900,"Portland,OR",2010,60.0
2559,38900,"Portland,OR",2011,63.0
2560,38900,"Portland,OR",2012,58.0
2561,38900,"Portland,OR",2013,50.0
2562,38900,"Portland,OR",2014,44.0
2563,39300,"Providence,RI",1960,12.0
2564,39300,"Providence,RI",1961,3.0
2565,39300,"Providence,RI",1962,15.0
2566,39300,"Providence,RI",1963,14.0
2567,39300,"Providence,RI",1964,13.0
2568,39300,"Providence,RI",1965,17.0
2569,39300,"Providence,RI",1966,25.0
2570,39300,"Providence,RI",1967,21.0
2571,39300,"Providence,RI",1968,26.0
2572,39300,"Providence,RI",1969,36.0
2573,39300,"Providence,RI",1970,28.0
2574,39300,"Providence,RI",1971,45.0
2575,39300,"Providence,RI",1972,37.0
2576,39300,"Providence,RI",1973,31.0
2577,39300,"Providence,RI",1974,54.0
2578,39300,"Providence,RI",1975,44.0
2579,39300,"Providence,RI",1976,28.0
2580,39300,"Providence,RI",1977,33.0
2581,39300,"Providence,RI",1978,22.0
2582,39300,"Providence,RI",1979,26.0
2583,39300,"Providence,RI",1980,27.0
2584,39300,"Providence,RI",1981,30.0
2585,39300,"Providence,RI",1982,20.0
2586,39300,"Providence,RI",1983,21.0
2587,39300,"Providence,RI",1984,20.0
2588,39300,"Providence,RI",1985,20.0
2589,39300,"Providence,RI",1986,28.0
2590,39300,"Providence,RI",1987,24.0
2591,39300,"Providence,RI",1988,34.0
2592,39300,"Providence,RI",1989,21.0
2593,39300,"Providence,RI",1990,21.0
2594,39300,"Providence,RI",1991,43.0
2595,39300,"Providence,RI",1992,25.0
2596,39300,"Providence,RI",1993,21.0
2597,39300,"Providence,RI",1994,28.0
2598,39300,"Providence,RI",1995,19.0
2599,39300,"Providence,RI",1996,14.0
2600,39300,"Providence,RI",1997,3.0
2601,39300,"Providence,RI",1998,1.0
2602,39300,"Providence,RI",1999,12.0
2603,39300,"Providence,RI",2000,7.0
2604,39300,"Providence,RI",2001,15.0
2605,39300,"Providence,RI",2002,21.0
2606,39300,"Providence,RI",2003,17.0
2607,39300,"Providence,RI",2004,22.0
2608,39300,"Providence,RI",2005,37.0
2609,39300,"Providence,RI",2006,30.0
2610,39300,"Providence,RI",2007,23.0
2611,39300,"Providence,RI",2008,19.0
2612,39300,"Providence,RI",2009,24.0
2613,39300,"Providence,RI",2010,27.0
2614,39300,"Providence,RI",2011,30.0
2615,39300,"Providence,RI",2012,27.0
2616,39300,"Providence,RI",2013,32.0
2617,39300,"Providence,RI",2014,30.0
2618,39340,"Provo,UT",1960,14.0
2619,39340,"Provo,UT",1961,10.0
2620,39340,"Provo,UT",1962,11.0
2621,39340,"Provo,UT",1963,10.0
2622,39340,"Provo,UT",1964,11.0
2623,39340,"Provo,UT",1965,14.0
2624,39340,"Provo,UT",1966,19.0
2625,39340,"Provo,UT",1967,12.0
2626,39340,"Provo,UT",1968,18.0
2627,39340,"Provo,UT",1969,13.0
2628,39340,"Provo,UT",1970,21.0
2629,39340,"Provo,UT",1971,36.0
2630,39340,"Provo,UT",1972,26.0
2631,39340,"Provo,UT",1973,40.0
2632,39340,"Provo,UT",1974,37.0
2633,39340,"Provo,UT",1975,37.0
2634,39340,"Provo,UT",1976,38.0
2635,39340,"Provo,UT",1977,36.0
2636,39340,"Provo,UT",1978,45.0
2637,39340,"Provo,UT",1979,58.0
2638,39340,"Provo,UT",1980,51.0
2639,39340,"Provo,UT",1981,53.0
2640,39340,"Provo,UT",1982,34.0
2641,39340,"Provo,UT",1983,31.0
2642,39340,"Provo,UT",1984,34.0
2643,39340,"Provo,UT",1985,51.0
2644,39340,"Provo,UT",1986,62.0
2645,39340,"Provo,UT",1987,61.0
2646,39340,"Provo,UT",1988,49.0
2647,39340,"Provo,UT",1989,41.0
2648,39340,"Provo,UT",1990,34.0
2649,39340,"Provo,UT",1991,51.0
2650,39340,"Provo,UT",1992,47.0
2651,39340,"Provo,UT",1993,51.0
2652,39340,"Provo,UT",1994,49.0
2653,39340,"Provo,UT",1995,55.0
2654,39340,"Provo,UT",1996,76.0
2655,39340,"Provo,UT",1997,56.0
2656,39340,"Provo,UT",1998,49.0
2657,39340,"Provo,UT",1999,67.0
2658,39340,"Provo,UT",2000,47.0
2659,39340,"Provo,UT",2001,37.0
2660,39340,"Provo,UT",2002,65.0
2661,39340,"Provo,UT",2003,63.0
2662,39340,"Provo,UT",2004,59.0
2663,39340,"Provo,UT",2005,65.0
2664,39340,"Provo,UT",2006,63.0
2665,39340,"Provo,UT",2007,63.0
2666,39340,"Provo,UT",2008,51.0
2667,39340,"Provo,UT",2009,63.0
2668,39340,"Provo,UT",2010,51.0
2669,39340,"Provo,UT",2011,47.0
2670,39340,"Provo,UT",2012,49.0
2671,39340,"Provo,UT",2013,49.0
2672,39340,"Provo,UT",2014,37.0
2673,39580,"Raleigh,NC",1960,84.0
2674,39580,"Raleigh,NC",1961,78.0
2675,39580,"Raleigh,NC",1962,56.0
2676,39580,"Raleigh,NC",1963,73.0
2677,39580,"Raleigh,NC",1964,79.0
2678,39580,"Raleigh,NC",1965,93.0
2679,39580,"Raleigh,NC",1966,98.0
2680,39580,"Raleigh,NC",1967,93.0
2681,39580,"Raleigh,NC",1968,99.0
2682,39580,"Raleigh,NC",1969,139.0
2683,39580,"Raleigh,NC",1970,97.0
2684,39580,"Raleigh,NC",1971,108.0
2685,39580,"Raleigh,NC",1972,131.0
2686,39580,"Raleigh,NC",1973,106.0
2687,39580,"Raleigh,NC",1974,132.0
2688,39580,"Raleigh,NC",1975,44.0
2689,39580,"Raleigh,NC",1976,45.0
2690,39580,"Raleigh,NC",1977,43.0
2691,39580,"Raleigh,NC",1978,56.0
2692,39580,"Raleigh,NC",1979,50.0
2693,39580,"Raleigh,NC",1980,72.0
2694,39580,"Raleigh,NC",1981,79.0
2695,39580,"Raleigh,NC",1982,58.0
2696,39580,"Raleigh,NC",1983,39.0
2697,39580,"Raleigh,NC",1984,35.0
2698,39580,"Raleigh,NC",1985,49.0
2699,39580,"Raleigh,NC",1986,45.0
2700,39580,"Raleigh,NC",1987,57.0
2701,39580,"Raleigh,NC",1988,60.0
2702,39580,"Raleigh,NC",1989,41.0
2703,39580,"Raleigh,NC",1990,50.0
2704,39580,"Raleigh,NC",1991,53.0
2705,39580,"Raleigh,NC",1992,48.0
2706,39580,"Raleigh,NC",1993,70.0
2707,39580,"Raleigh,NC",1994,75.0
2708,39580,"Raleigh,NC",1995,62.0
2709,39580,"Raleigh,NC",1996,50.0
2710,39580,"Raleigh,NC",1997,49.0
2711,39580,"Raleigh,NC",1998,50.0
2712,39580,"Raleigh,NC",1999,44.0
2713,39580,"Raleigh,NC",2000,35.0
2714,39580,"Raleigh,NC",2001,33.0
2715,39580,"Raleigh,NC",2002,46.0
2716,39580,"Raleigh,NC",2003,44.0
2717,39580,"Raleigh,NC",2004,40.0
2718,39580,"Raleigh,NC",2005,64.0
2719,39580,"Raleigh,NC",2006,52.0
2720,39580,"Raleigh,NC",2007,41.0
2721,39580,"Raleigh,NC",2008,41.0
2722,39580,"Raleigh,NC",2009,73.0
2723,39580,"Raleigh,NC",2010,72.0
2724,39580,"Raleigh,NC",2011,46.0
2725,39580,"Raleigh,NC",2012,53.0
2726,39580,"Raleigh,NC",2013,52.0
2727,39580,"Raleigh,NC",2014,55.0
2728,40380,"Rochester,NY",1960,141.0
2729,40380,"Rochester,NY",1961,110.0
2730,40380,"Rochester,NY",1962,138.0
2731,40380,"Rochester,NY",1963,164.0
2732,40380,"Rochester,NY",1964,176.0
2733,40380,"Rochester,NY",1965,162.0
2734,40380,"Rochester,NY",1966,213.0
2735,40380,"Rochester,NY",1967,238.0
2736,40380,"Rochester,NY",1968,269.0
2737,40380,"Rochester,NY",1969,278.0
2738,40380,"Rochester,NY",1970,267.0
2739,40380,"Rochester,NY",1971,374.0
2740,40380,"Rochester,NY",1972,387.0
2741,40380,"Rochester,NY",1973,334.0
2742,40380,"Rochester,NY",1974,363.0
2743,40380,"Rochester,NY",1975,336.0
2744,40380,"Rochester,NY",1976,233.0
2745,40380,"Rochester,NY",1977,213.0
2746,40380,"Rochester,NY",1978,289.0
2747,40380,"Rochester,NY",1979,303.0
2748,40380,"Rochester,NY",1980,294.0
2749,40380,"Rochester,NY",1981,290.0
2750,40380,"Rochester,NY",1982,332.0
2751,40380,"Rochester,NY",1983,279.0
2752,40380,"Rochester,NY",1984,282.0
2753,40380,"Rochester,NY",1985,279.0
2754,40380,"Rochester,NY",1986,285.0
2755,40380,"Rochester,NY",1987,327.0
2756,40380,"Rochester,NY",1988,327.0
2757,40380,"Rochester,NY",1989,328.0
2758,40380,"Rochester,NY",1990,372.0
2759,40380,"Rochester,NY",1991,392.0
2760,40380,"Rochester,NY",1992,408.0
2761,40380,"Rochester,NY",1993,437.0
2762,40380,"Rochester,NY",1994,429.0
2763,40380,"Rochester,NY",1995,419.0
2764,40380,"Rochester,NY",1996,419.0
2765,40380,"Rochester,NY",1997,385.0
2766,40380,"Rochester,NY",1998,388.0
2767,40380,"Rochester,NY",1999,78.0
2768,40380,"Rochester,NY",2000,326.0
2769,40380,"Rochester,NY",2001,323.0
2770,40380,"Rochester,NY",2002,328.0
2771,40380,"Rochester,NY",2003,348.0
2772,40380,"Rochester,NY",2004,351.0
2773,40380,"Rochester,NY",2005,374.0
2774,40380,"Rochester,NY",2006,379.0
2775,40380,"Rochester,NY",2007,372.0
2776,40380,"Rochester,NY",2008,327.0
2777,40380,"Rochester,NY",2009,353.0
2778,40380,"Rochester,NY",2010,332.0
2779,40380,"Rochester,NY",2011,274.0
2780,40380,"Rochester,NY",2012,305.0
2781,40380,"Rochester,NY",2013,300.0
2782,40380,"Rochester,NY",2014,257.0
2783,41180,"SaintLouis,MO",1960,16.0
2784,41180,"SaintLouis,MO",1961,17.0
2785,41180,"SaintLouis,MO",1962,20.0
2786,41180,"SaintLouis,MO",1963,15.0
2787,41180,"SaintLouis,MO",1964,18.0
2788,41180,"SaintLouis,MO",1965,15.0
2789,41180,"SaintLouis,MO",1966,17.0
2790,41180,"SaintLouis,MO",1967,21.0
2791,41180,"SaintLouis,MO",1968,14.0
2792,41180,"SaintLouis,MO",1969,24.0
2793,41180,"SaintLouis,MO",1970,17.0
2794,41180,"SaintLouis,MO",1971,28.0
2795,41180,"SaintLouis,MO",1972,36.0
2796,41180,"SaintLouis,MO",1973,48.0
2797,41180,"SaintLouis,MO",1974,53.0
2798,41180,"SaintLouis,MO",1975,46.0
2799,41180,"SaintLouis,MO",1976,28.0
2800,41180,"SaintLouis,MO",1977,33.0
2801,41180,"SaintLouis,MO",1978,30.0
2802,41180,"SaintLouis,MO",1979,31.0
2803,41180,"SaintLouis,MO",1980,34.0
2804,41180,"SaintLouis,MO",1981,49.0
2805,41180,"SaintLouis,MO",1982,58.0
2806,41180,"SaintLouis,MO",1983,35.0
2807,41180,"SaintLouis,MO",1984,47.0
2808,41180,"SaintLouis,MO",1985,29.0
2809,41180,"SaintLouis,MO",1986,46.0
2810,41180,"SaintLouis,MO",1987,54.0
2811,41180,"SaintLouis,MO",1988,68.0
2812,41180,"SaintLouis,MO",1989,62.0
2813,41180,"SaintLouis,MO",1990,57.0
2814,41180,"SaintLouis,MO",1991,67.0
2815,41180,"SaintLouis,MO",1992,57.0
2816,41180,"SaintLouis,MO",1993,43.0
2817,41180,"SaintLouis,MO",1994,50.0
2818,41180,"SaintLouis,MO",1995,43.0
2819,41180,"SaintLouis,MO",1996,25.0
2820,41180,"SaintLouis,MO",1997,38.0
2821,41180,"SaintLouis,MO",1998,42.0
2822,41180,"SaintLouis,MO",1999,30.0
2823,41180,"SaintLouis,MO",2000,35.0
2824,41180,"SaintLouis,MO",2001,26.0
2825,41180,"SaintLouis,MO",2002,27.0
2826,41180,"SaintLouis,MO",2003,118.0
2827,41180,"SaintLouis,MO",2004,95.0
2828,41180,"SaintLouis,MO",2005,113.0
2829,41180,"SaintLouis,MO",2006,96.0
2830,41180,"SaintLouis,MO",2007,174.0
2831,41180,"SaintLouis,MO",2008,120.0
2832,41180,"SaintLouis,MO",2009,98.0
2833,41180,"SaintLouis,MO",2010,110.0
2834,41180,"SaintLouis,MO",2011,72.0
2835,41180,"SaintLouis,MO",2012,63.0
2836,41180,"SaintLouis,MO",2013,31.0
2837,41180,"SaintLouis,MO",2014,37.0
2838,41620,"SaltLakeCity,UT",1970,0.0
2839,41620,"SaltLakeCity,UT",1971,2.0
2840,41620,"SaltLakeCity,UT",1972,0.0
2841,41620,"SaltLakeCity,UT",1973,4.0
2842,41620,"SaltLakeCity,UT",1974,3.0
2843,41620,"SaltLakeCity,UT",1975,3.0
2844,41620,"SaltLakeCity,UT",1976,2.0
2845,41620,"SaltLakeCity,UT",1977,3.0
2846,41620,"SaltLakeCity,UT",1978,3.0
2847,41620,"SaltLakeCity,UT",1979,2.0
2848,41620,"SaltLakeCity,UT",1980,4.0
2849,41620,"SaltLakeCity,UT",1981,2.0
2850,41620,"SaltLakeCity,UT",1982,4.0
2851,41620,"SaltLakeCity,UT",1983,0.0
2852,41620,"SaltLakeCity,UT",1984,6.0
2853,41620,"SaltLakeCity,UT",1985,2.0
2854,41620,"SaltLakeCity,UT",1986,4.0
2855,41620,"SaltLakeCity,UT",1987,3.0
2856,41620,"SaltLakeCity,UT",1988,5.0
2857,41620,"SaltLakeCity,UT",1989,2.0
2858,41620,"SaltLakeCity,UT",1990,3.0
2859,41620,"SaltLakeCity,UT",1991,5.0
2860,41620,"SaltLakeCity,UT",1992,1.0
2861,41620,"SaltLakeCity,UT",1993,6.0
2862,41620,"SaltLakeCity,UT",1994,7.0
2863,41620,"SaltLakeCity,UT",1995,3.0
2864,41620,"SaltLakeCity,UT",1996,3.0
2865,41620,"SaltLakeCity,UT",1997,2.0
2866,41620,"SaltLakeCity,UT",1998,0.0
2867,41620,"SaltLakeCity,UT",1999,1.0
2868,41620,"SaltLakeCity,UT",2000,2.0
2869,41620,"SaltLakeCity,UT",2001,1.0
2870,41620,"SaltLakeCity,UT",2002,2.0
2871,41620,"SaltLakeCity,UT",2003,2.0
2872,41620,"SaltLakeCity,UT",2004,2.0
2873,41620,"SaltLakeCity,UT",2005,1.0
2874,41620,"SaltLakeCity,UT",2006,1.0
2875,41620,"SaltLakeCity,UT",2007,1.0
2876,41620,"SaltLakeCity,UT",2008,2.0
2877,41620,"SaltLakeCity,UT",2009,3.0
2878,41620,"SaltLakeCity,UT",2010,0.0
2879,41620,"SaltLakeCity,UT",2011,2.0
2880,41620,"SaltLakeCity,UT",2012,1.0
2881,41620,"SaltLakeCity,UT",2013,1.0
2882,41620,"SaltLakeCity,UT",2014,0.0
2883,41700,"SanAntonio,TX",1960,0.0
2884,41700,"SanAntonio,TX",1961,4.0
2885,41700,"SanAntonio,TX",1962,7.0
2886,41700,"SanAntonio,TX",1963,1.0
2887,41700,"SanAntonio,TX",1964,9.0
2888,41700,"SanAntonio,TX",1965,7.0
2889,41700,"SanAntonio,TX",1966,4.0
2890,41700,"SanAntonio,TX",1967,11.0
2891,41700,"SanAntonio,TX",1968,10.0
2892,41700,"SanAntonio,TX",1969,7.0
2893,41700,"SanAntonio,TX",1970,7.0
2894,41700,"SanAntonio,TX",1971,15.0
2895,41700,"SanAntonio,TX",1972,17.0
2896,41700,"SanAntonio,TX",1973,15.0
2897,41700,"SanAntonio,TX",1974,20.0
2898,41700,"SanAntonio,TX",1975,17.0
2899,41700,"SanAntonio,TX",1976,15.0
2900,41700,"SanAntonio,TX",1977,17.0
2901,41700,"SanAntonio,TX",1978,13.0
2902,41700,"SanAntonio,TX",1979,17.0
2903,41700,"SanAntonio,TX",1980,10.0
2904,41700,"SanAntonio,TX",1981,31.0
2905,41700,"SanAntonio,TX",1982,18.0
2906,41700,"SanAntonio,TX",1983,34.0
2907,41700,"SanAntonio,TX",1984,58.0
2908,41700,"SanAntonio,TX",1985,54.0
2909,41700,"SanAntonio,TX",1986,44.0
2910,41700,"SanAntonio,TX",1987,33.0
2911,41700,"SanAntonio,TX",1988,54.0
2912,41700,"SanAntonio,TX",1989,39.0
2913,41700,"SanAntonio,TX",1990,34.0
2914,41700,"SanAntonio,TX",1991,40.0
2915,41700,"SanAntonio,TX",1992,21.0
2916,41700,"SanAntonio,TX",1993,53.0
2917,41700,"SanAntonio,TX",1994,44.0
2918,41700,"SanAntonio,TX",1995,25.0
2919,41700,"SanAntonio,TX",1996,17.0
2920,41700,"SanAntonio,TX",1997,33.0
2921,41700,"SanAntonio,TX",1998,31.0
2922,41700,"SanAntonio,TX",1999,31.0
2923,41700,"SanAntonio,TX",2000,24.0
2924,41700,"SanAntonio,TX",2001,28.0
2925,41700,"SanAntonio,TX",2002,26.0
2926,41700,"SanAntonio,TX",2003,6.0
2927,41700,"SanAntonio,TX",2004,5.0
2928,41700,"SanAntonio,TX",2005,8.0
2929,41700,"SanAntonio,TX",2006,11.0
2930,41700,"SanAntonio,TX",2007,14.0
2931,41700,"SanAntonio,TX",2008,12.0
2932,41700,"SanAntonio,TX",2009,9.0
2933,41700,"SanAntonio,TX",2010,14.0
2934,41700,"SanAntonio,TX",2011,13.0
2935,41700,"SanAntonio,TX",2012,8.0
2936,41700,"SanAntonio,TX",2013,9.0
2937,41700,"SanAntonio,TX",2014,9.0
2938,41740,"SanDiego,CA",1960,123.0
2939,41740,"SanDiego,CA",1961,98.0
2940,41740,"SanDiego,CA",1962,126.0
2941,41740,"SanDiego,CA",1963,152.0
2942,41740,"SanDiego,CA",1964,167.0
2943,41740,"SanDiego,CA",1965,155.0
2944,41740,"SanDiego,CA",1966,193.0
2945,41740,"SanDiego,CA",1967,223.0
2946,41740,"SanDiego,CA",1968,263.0
2947,41740,"SanDiego,CA",1969,257.0
2948,41740,"SanDiego,CA",1970,255.0
2949,41740,"SanDiego,CA",1971,353.0
2950,41740,"SanDiego,CA",1972,357.0
2951,41740,"SanDiego,CA",1973,299.0
2952,41740,"SanDiego,CA",1974,342.0
2953,41740,"SanDiego,CA",1975,301.0
2954,41740,"SanDiego,CA",1976,199.0
2955,41740,"SanDiego,CA",1977,178.0
